Teste Grafo Eulerianoamostra: 10
n; tempo
0;0
10;0
20;0
30;0.0015
40;0.0007
50;0.0011
60;0.0019
70;0.0015
80;0.0031
90;0.0063
100;0.0062
110;0.0094
120;0.0113
130;0.013
140;0.0178
150;0.0203
160;0.0245
170;0.0297
180;0.0359
190;0.0406
200;0.0475
210;0.0579
220;0.0674
230;0.073
240;0.0816
250;0.0922
260;0.1038
270;0.1152
280;0.128
290;0.1426
300;0.1562
