Teste Remocao Hashamostra: 30
n; tempo
3720;0.218307
3730;0.145356
3740;0.144233
3750;0.146995
3760;0.220164
3770;0.151479
3780;0.224075
3790;0.149636
3800;0.1477
3810;0.150027
3820;0.227927
3830;0.152707
3840;0.231951
3850;0.154577
3860;0.233177
3870;0.156528
3880;0.234478
3890;0.15813
3900;0.239163
3910;0.161078
3920;0.216025
3930;0.0734802
3940;0.123673
3950;0.0746429
3960;0.125661
3970;0.0761991
3980;0.12663
3990;0.0752529
4000;0.0737608
4010;0.0741267
4020;0.129066
4030;0.0795661
4040;0.131168
4050;0.0774983
4060;0.131466
4070;0.0784205
4080;0.133333
4090;0.0790078
4100;0.077988
4110;0.0777956
4120;0.135462
4130;0.0805539
4140;0.0789772
4150;0.0816566
4160;0.137756
4170;0.0822383
4180;0.0807573
4190;0.0837645
4200;0.082189
4210;0.0841407
4220;0.142655
4230;0.0844282
4240;0.0833
4250;0.0831062
4260;0.083661
4270;0.0883233
4280;0.146947
4290;0.0872283
4300;0.147571
4310;0.0882386
4320;0.148713
4330;0.0885491
4340;0.0867565
4350;0.089722
4360;0.233614
4370;0.204017
4380;0.298769
4390;0.200885
4400;0.300775
4410;0.203479
4420;0.199964
4430;0.204814
4440;0.307775
4450;0.206035
4460;0.316613
4470;0.210853
4480;0.312468
4490;0.210074
4500;0.315439
4510;0.211375
4520;0.213769
4530;0.318609
4540;0.214133
4550;0.323613
4560;0.327244
4570;0.331198
4580;0.218474
4590;0.216694
4600;0.328342
4610;0.22627
4620;0.219781
4630;0.218551
4640;0.219533
4650;0.335618
4660;0.350004
4670;0.348181
4680;0.345573
4690;0.348128
4700;0.348858
4710;0.34863
4720;0.350743
4730;0.352812
4740;0.353181
4750;0.354576
4760;0.356973
4770;0.359791
4780;0.216863
4790;0.184876
4800;0.188315
4810;0.187405
4820;0.18764
4830;0.188372
4840;0.189174
4850;0.189453
4860;0.190891
4870;0.191366
4880;0.191806
4890;0.192587
4900;0.193293
4910;0.194925
4920;0.197663
4930;0.197095
4940;0.197419
4950;0.198461
4960;0.198018
4970;0.200829
4980;0.200219
4990;0.202673
