Teste Insercao Hashamostra: 30
n; tempo
3660;0.107054
3670;0.0638945
3680;0.062697
3690;0.0653595
3700;0.109102
3710;0.0655653
3720;0.111541
3730;0.0659974
3740;0.065043
3750;0.0667809
3760;0.112638
3770;0.0686975
3780;0.114497
3790;0.0679043
3800;0.0665603
3810;0.06769
3820;0.116601
3830;0.0693014
3840;0.118578
3850;0.0701462
3860;0.119243
3870;0.0710598
3880;0.119976
3890;0.0717953
3900;0.122219
3910;0.0731321
3920;0.123963
3930;0.0734865
3940;0.123666
3950;0.0746383
3960;0.125616
3970;0.0761939
3980;0.126563
3990;0.0752465
4000;0.0737732
4010;0.0741479
4020;0.129034
4030;0.0795645
4040;0.131111
4050;0.0774978
4060;0.131405
4070;0.0784395
4080;0.133274
4090;0.0790055
4100;0.0778895
4110;0.0778186
4120;0.135436
4130;0.0805705
4140;0.0789455
4150;0.0816399
4160;0.137618
4170;0.0822595
4180;0.08074
4190;0.083762
4200;0.0822061
4210;0.084023
4220;0.142596
4230;0.0844443
4240;0.0833118
4250;0.0831302
4260;0.0836683
4270;0.0883185
4280;0.146927
4290;0.0872267
4300;0.147523
4310;0.0882593
4320;0.148634
4330;0.0885587
4340;0.0868072
4350;0.0897092
4360;0.151082
4370;0.0918734
4380;0.152709
4390;0.0912043
4400;0.153875
4410;0.0924
4420;0.0901751
4430;0.0930705
4440;0.157416
4450;0.0935825
4460;0.161728
4470;0.0957319
4480;0.159772
4490;0.0953716
4500;0.161354
4510;0.0959263
4520;0.163162
4530;0.165372
4540;0.166061
4550;0.16782
4560;0.0982884
4570;0.0974231
4580;0.0991767
4590;0.0976955
4600;0.168088
4610;0.102694
4620;0.0990917
4630;0.0985832
4640;0.0989932
4650;0.171728
4660;0.179132
4670;0.178298
4680;0.177221
4690;0.17849
4700;0.178132
4710;0.178951
4720;0.179965
4730;0.180788
4740;0.18108
4750;0.181871
4760;0.183091
4770;0.184462
4780;0.184178
4790;0.184917
4800;0.188366
4810;0.187382
4820;0.187695
4830;0.208472
4840;0.189213
4850;0.189459
4860;0.190941
4870;0.213202
4880;0.191812
4890;0.215795
4900;0.193294
4910;0.194934
4920;0.197126
4930;0.196543
4940;0.222348
4950;0.198442
4960;0.218834
4970;0.225959
4980;0.200243
4990;0.202679
