Teste Busca Hashamostra: 30
n; tempo
4050;0.170671
4060;0.256937
4070;0.172744
4080;0.260622
4090;0.174019
4100;0.173284
4110;0.172539
4120;0.264701
4130;0.177389
4140;0.175095
4150;0.179916
4160;0.268885
4170;0.181147
4180;0.179078
4190;0.184423
4200;0.182764
4210;0.185758
4220;0.278894
4230;0.175968
4240;0.0833613
4250;0.083101
4260;0.0836528
4270;0.0884102
4280;0.146976
4290;0.0872021
4300;0.147547
4310;0.0883485
4320;0.148667
4330;0.0885196
4340;0.0867623
4350;0.089792
4360;0.151116
4370;0.0917433
4380;0.152719
4390;0.0911875
4400;0.153861
4410;0.0923398
4420;0.0901688
4430;0.0931465
4440;0.157376
4450;0.0934724
4460;0.161663
4470;0.0956983
4480;0.15977
4490;0.0953296
4500;0.161332
4510;0.0959157
4520;0.163728
4530;0.165434
4540;0.166018
4550;0.167823
4560;0.0982478
4570;0.0973826
4580;0.099116
4590;0.0977146
4600;0.168004
4610;0.102701
4620;0.0990857
4630;0.0985488
4640;0.153109
4650;0.335619
4660;0.35005
4670;0.348161
4680;0.345589
4690;0.348065
4700;0.347256
4710;0.348608
4720;0.350749
4730;0.352658
4740;0.35318
4750;0.354604
4760;0.356994
4770;0.359836
4780;0.358956
4790;0.360492
4800;0.367955
4810;0.365704
4820;0.365946
4830;0.367185
4840;0.368994
4850;0.369417
4860;0.372273
4870;0.373124
4880;0.37394
4890;0.375492
4900;0.376917
4910;0.380256
4920;0.386049
4930;0.384578
4940;0.385126
4950;0.38714
4960;0.386137
4970;0.392272
4980;0.39056
4990;0.395494
