08 - 236949.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
6;334954;13.944;13944;333839;448.034;448034;332333;16619.8;16619752;
12;334954;15.326;15326;333070;557.144;557144;331680;19569.2;19569231;
18;334954;22.34;22340;333070;604.112;604112;331212;18268.2;18268211;
24;334954;14.948;14948;333070;563.164;563164;331931;17229.5;17229543;
30;334954;14.501;14501;333070;504.354;504354;331918;16263.7;16263722;
