10 - 1172.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
6;1613;6.581;6581;1709;252.461;252461;1590;8057.72;8057715;
12;1613;7.167;7167;1714;247.657;247657;1585;8120.83;8120830;
18;1613;7.072;7072;1714;242.889;242889;1599;8087.16;8087162;
24;1613;6.486;6486;1713;197.575;197575;1585;8062.07;8062066;
30;1613;14.148;14148;1713;245.312;245312;1579;8137.1;8137101;
