06 - 575.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
6;840;0.37;370;820;9.255;9255;810;448.82;448820;
12;840;0.349;349;821;16.661;16661;809;451.051;451051;
18;840;0.795;795;822;19.797;19797;809;439.016;439016;
24;840;0.594;594;822;19.398;19398;803;452.236;452236;
30;840;0.339;339;824;8.725;8725;803;459.633;459633;
