07 - 59797.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
6;83897;0.323;323;82977;11.875;11875;82046;584.331;584331;
12;83897;0.343;343;82977;11.987;11987;81943;582.262;582262;
18;83897;0.345;345;82977;12.424;12424;82046;605.908;605908;
24;83897;0.356;356;82976;12.187;12187;82325;592.722;592722;
30;83897;0.7;700;82976;22.972;22972;82054;562.839;562839;
