01 - 3271.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
1;3710;0;0;3515;0.152;152;3401;3.341;3341;
7;3710;0;0;3491;0.093;93;3293;3.511;3511;
13;3710;0;0;3491;0.093;93;3285;3.309;3309;
19;3710;0;0;3491;0.078;78;3398;3.46;3460;
25;3710;0;0;3491;0.083;83;3296;3.182;3182;
