02 - 23.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
1;29;0;0;25;0.218;218;24;5.633;5633;
7;29;0.015;15;25;0.188;188;24;5.781;5781;
13;29;0;0;25;0.172;172;24;5.807;5807;
19;29;0;0;25;0.175;175;24;5.638;5638;
25;29;0;0;25;0.156;156;23;5.927;5927;
