04 - 4003.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
1;5380;0.015;15;4889;0.171;171;4789;6.408;6408;
7;5380;0;0;4889;0.158;158;4779;6.396;6396;
13;5380;0;0;4889;0.156;156;4697;5.949;5949;
19;5380;0.015;15;4892;0.153;153;4779;7.097;7097;
25;5380;0.015;15;4892;0.141;141;4782;6.844;6844;
