09 - 121106.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
1;171957;7.417;7417;177196;228.83;228830;167540;7769.6;7769600;
7;171957;7.407;7407;177294;261.356;261356;166842;7656.12;7656119;
13;171957;14.413;14413;177418;268.932;268932;167023;7690.85;7690853;
19;171957;7.044;7044;177418;266.395;266395;167023;7577.54;7577544;
25;171957;6.638;6638;177418;199.241;199241;167448;8062.74;8062740;
