10 - 1172.stp
Semente;Guloso;;;Randomizado;;;Adaptado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
4;1600;39047.6;39047607;
10;1605;38616.2;38616248;
16;1600;39018.6;39018601;
22;1605;38772.9;38772910;
