Teste Arco Ponte LISTAamostra: 5
n; tempo
0;0
500;0.0124
1000;0.0532
1500;0.1218
2000;0.2202
2500;0.3714
3000;0.4742
3500;0.6474
4000;0.9008
4500;1.072
5000;1.3986
