Teste Arco Ponte HASHamostra: 5
n; tempo
0;0
500;0.0376
1000;0.0908
1500;0.2628
2000;0.4282
2500;0.8092
3000;1.2424
3500;1.6074
4000;2.068
4500;2.9328
5000;3.542
