Teste Dijkstraamostra: 5
n; tempo
0;0
50;0.003
100;0.0032
150;0.003
200;0.0114
250;0.0158
300;0.019
350;0.0252
400;0.0366
450;0.0474
500;0.0576
550;0.0704
600;0.0832
650;0.0982
700;0.1154
750;0.1314
800;0.1518
850;0.1726
900;0.1908
950;0.2156
