Teste Produto Cartesianoamostra: 5
n; tempo
0;0
10;0.003
20;0.003
30;0.0154
40;0.0406
50;0.1092
60;0.2532
70;0.484
80;0.8418
90;1.3864
100;2.1378
110;3.191
120;4.5702
130;6.4252
140;8.7732
