08 - 236949.stp
Semente;Guloso;;;Randomizado;;;Adaptado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
2;332427;19906.5;19906549;
8;333267;19591.9;19591853;
14;332427;19554.3;19554276;
20;333267;20142.5;20142537;
26;332427;19266.4;19266382;
