05 - 342.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
2;450;0.26;260;474;8.38;8380;445;372.711;372711;
8;450;0.271;271;474;8.227;8227;450;396.024;396024;
14;450;0.564;564;474;17.902;17902;446;371.483;371483;
20;450;0.246;246;474;8.27;8270;444;400.016;400016;
26;450;0.268;268;474;8.165;8165;449;368.157;368157;
