10 - 1172.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
2;1613;6.413;6413;1709;248.285;248285;1579;8079.59;8079588;
8;1613;7.236;7236;1714;246.878;246878;1593;8123.59;8123594;
14;1613;7.25;7250;1714;245.247;245247;1592;8115.57;8115575;
20;1613;7.06;7060;1714;218.037;218037;1592;8054.65;8054653;
26;1613;6.497;6497;1713;227.754;227754;1579;8179.77;8179770;
