04 - 4003.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
2;5380;0.001;1;4889;0.024;24;4795;0.641;641;
8;5380;0;0;4889;0.018;18;4697;0.589;589;
14;5380;0.001;1;4889;0.018;18;4779;0.565;565;
20;5380;0.001;1;4892;0.019;19;4803;0.643;643;
26;5380;0.001;1;4892;0.019;19;4791;0.603;603;
