06 - 575.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
2;840;0.329;329;820;9.487;9487;808;447.066;447066;
8;840;0.384;384;820;18.243;18243;812;455.98;455980;
14;840;0.734;734;821;19.549;19549;812;436.448;436448;
20;840;0.805;805;822;19.391;19391;810;453.53;453530;
26;840;0.36;360;822;8.974;8974;809;460.622;460622;
