08 - 236949.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
2;334954;14.656;14656;333839;448.277;448277;332427;16625;16624951;
8;334954;15.26;15260;333839;574.89;574890;332694;19603.9;19603888;
14;334954;16.407;16407;333070;607.469;607469;332390;18222.6;18222640;
20;334954;15.672;15672;333070;563.808;563808;332141;17225;17224950;
26;334954;14.798;14798;333070;504.658;504658;331829;16286.8;16286798;
