09 - 121106.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
2;171957;7.323;7323;177196;203.057;203057;166842;7754.77;7754768;
8;171957;7.081;7081;177358;243.013;243013;166902;7651.02;7651018;
14;171957;7.562;7562;177418;275.619;275619;167695;7749.56;7749555;
20;171957;6.543;6543;177418;240.072;240072;167023;7549.26;7549256;
26;171957;9.741;9741;177418;225.749;225749;168241;8056.72;8056718;
