05 - 342.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
3;450;0.272;272;474;8.357;8357;446;371.951;371951;
9;450;0.243;243;474;8.164;8164;446;390.759;390759;
15;450;0.595;595;474;18.028;18028;446;372.273;372273;
21;450;0.279;279;474;8.23;8230;448;399.85;399850;
27;450;0.573;573;475;8.51;8510;448;367.041;367041;
