07 - 59797.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
3;83897;0.373;373;83315;12.452;12452;82529;585.693;585693;
9;83897;0.319;319;82977;12.052;12052;81943;585.644;585644;
15;83897;0.324;324;82977;19.533;19533;81943;598.556;598556;
21;83897;0.32;320;82977;11.679;11679;82046;599.846;599846;
27;83897;0.736;736;82976;16.667;16667;82415;560.915;560915;
