02 - 23.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
3;29;0.001;1;25;0.025;25;24;0.79;790;
9;29;0.001;1;25;0.034;34;24;0.746;746;
15;29;0.001;1;25;0.035;35;23;0.774;774;
21;29;0.001;1;25;0.026;26;23;0.812;812;
27;29;0;0;25;0.021;21;23;0.736;736;
