01 - 3271.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
3;3710;0.001;1;3515;0.015;15;3295;0.527;527;
9;3710;0.001;1;3491;0.024;24;3295;0.594;594;
15;3710;0.001;1;3491;0.023;23;3296;0.543;543;
21;3710;0.001;1;3491;0.018;18;3394;0.608;608;
27;3710;0;0;3491;0.018;18;3300;0.523;523;
