08 - 236949.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
3;334954;14.504;14504;333839;451.565;451565;331487;16600.1;16600126;
9;334954;15.09;15090;333839;560.089;560089;332532;19522.4;19522363;
15;334954;20.907;20907;333070;604.888;604888;331212;18316.5;18316502;
21;334954;14.771;14771;333070;564.245;564245;331918;17229.4;17229417;
27;334954;13.761;13761;333070;503.751;503751;331829;16242.2;16242233;
