10 - 1172.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
3;1613;7.272;7272;1709;276.514;276514;1587;8093.15;8093151;
9;1613;6.649;6649;1714;250.039;250039;1579;8110.1;8110098;
15;1613;6.924;6924;1714;248.026;248026;1596;8037.99;8037992;
21;1613;7.178;7178;1714;240.071;240071;1590;7994.05;7994052;
27;1613;7.131;7131;1713;244.627;244627;1579;8226.31;8226310;
