09 - 121106.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
3;171957;7.383;7383;177196;203.447;203447;168063;7774.79;7774787;
9;171957;6.96;6960;177358;247.95;247950;167036;7659.14;7659141;
15;171957;7.504;7504;177418;244.106;244106;167472;7758.31;7758315;
21;171957;14.363;14363;177418;207.978;207978;167036;7540.1;7540103;
27;171957;14.49;14490;177418;223.626;223626;167607;8007.3;8007304;
