08 - 236949.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
1;334954;14.393;14393;333839;449.736;449736;331212;16618.3;16618299;
7;334954;15.63;15630;333839;560.207;560207;332532;19597.4;19597440;
13;334954;23.518;23518;333070;605.067;605067;332414;18280.4;18280395;
19;334954;15.513;15513;333070;562.289;562289;332724;17285.3;17285307;
25;334954;30.844;30844;333070;469.394;469394;332141;16265.7;16265742;
