07 - 59797.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
1;83897;0.369;369;83321;11.903;11903;81943;584.193;584193;
7;83897;0.352;352;82977;12.135;12135;82370;583.962;583962;
13;83897;0.361;361;82977;11.974;11974;82528;606.876;606876;
19;83897;0.348;348;82977;12.012;12012;82054;588.234;588234;
25;83897;0.762;762;82976;26.194;26194;82433;560.299;560299;
