01 - 3271.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
1;3710;0.002;2;3515;0.02;20;3401;0.611;611;
7;3710;0.001;1;3491;0.016;16;3293;0.691;691;
13;3710;0.001;1;3491;0.017;17;3285;0.603;603;
19;3710;0.001;1;3491;0.018;18;3398;0.617;617;
25;3710;0.001;1;3491;0.016;16;3296;0.591;591;
