02 - 23.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
1;29;0.001;1;25;0.025;25;24;0.78;780;
7;29;0.001;1;25;0.026;26;24;0.82;820;
13;29;0.001;1;25;0.029;29;24;0.833;833;
19;29;0.001;1;25;0.028;28;24;0.754;754;
25;29;0.001;1;25;0.022;22;23;0.786;786;
