06 - 575.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
1;840;0.377;377;820;8.838;8838;812;446.571;446571;
7;840;0.37;370;820;12.965;12965;812;447.838;447838;
13;840;0.791;791;821;19.664;19664;811;442.909;442909;
19;840;0.356;356;822;15.314;15314;805;460.155;460155;
25;840;0.348;348;822;8.763;8763;803;459.386;459386;
