05 - 342.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
1;450;0.368;368;474;8.042;8042;446;372.889;372889;
7;450;0.256;256;474;8.154;8154;445;392.661;392661;
13;450;0.565;565;474;17.892;17892;446;370.848;370848;
19;450;0.252;252;474;8.424;8424;450;398.377;398377;
25;450;0.598;598;474;8.268;8268;450;368.042;368042;
