10 - 1172.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
1;1613;13.954;13954;1709;221.438;221438;1586;8087.53;8087526;
7;1613;14.037;14037;1714;273.125;273125;1593;8114.76;8114755;
13;1613;6.483;6483;1714;205.332;205332;1587;8064.02;8064018;
19;1613;6.956;6956;1714;232.574;232574;1579;8034.49;8034491;
25;1613;6.521;6521;1713;227.955;227955;1579;8184.71;8184711;
