04 - 4003.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
3;5380;0.001;1;4889;0.02;20;4805;0.685;685;
9;5380;0;0;4889;0.018;18;4697;0.609;609;
15;5380;0;0;4892;0.021;21;4697;0.585;585;
21;5380;0.001;1;4892;0.021;21;4779;0.603;603;
27;5380;0.001;1;4892;0.019;19;4781;0.594;594;
