01 - 3271.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
3;3710;0;0;3515;0.093;93;3295;3.216;3216;
9;3710;0;0;3491;0.093;93;3295;3.269;3269;
15;3710;0;0;3491;0.086;86;3296;3.474;3474;
21;3710;0;0;3491;0.094;94;3394;3.398;3398;
27;3710;0;0;3491;0.141;141;3300;3.46;3460;
