02 - 23.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
3;29;0;0;25;0.181;181;24;5.601;5601;
9;29;0.016;16;25;0.188;188;24;5.549;5549;
15;29;0;0;25;0.156;156;23;5.604;5604;
21;29;0;0;25;0.156;156;23;5.767;5767;
27;29;0;0;25;0.156;156;23;5.975;5975;
