02 - 23.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
4;29;0.001;1;25;0.027;27;23;0.743;743;
10;29;0.001;1;25;0.024;24;24;0.771;771;
16;29;0.001;1;25;0.025;25;24;0.784;784;
22;29;0.001;1;25;0.024;24;24;0.844;844;
28;29;0.001;1;25;0.022;22;24;0.755;755;
