05 - 342.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
4;450;0.278;278;474;8.404;8404;448;372.836;372836;
10;450;0.254;254;474;7.874;7874;443;392.287;392287;
16;450;0.552;552;474;17.937;17937;448;372.526;372526;
22;450;0.273;273;474;8.256;8256;450;398.32;398320;
28;450;0.574;574;475;7.953;7953;449;368.289;368289;
