08 - 236949.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
4;334954;14.602;14602;333839;448.87;448870;332333;16624.3;16624306;
10;334954;15.5;15500;333839;558.802;558802;331487;19584;19584045;
16;334954;23.288;23288;333070;597.808;597808;331212;18255.9;18255886;
22;334954;15.545;15545;333070;561.565;561565;331829;17238.7;17238675;
28;334954;15.186;15186;333070;503.627;503627;331829;16230.9;16230896;
