01 - 3271.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
4;3710;0;0;3491;0.094;94;3295;3.184;3184;
10;3710;0;0;3491;0.078;78;3392;3.244;3244;
16;3710;0;0;3491;0.093;93;3390;3.544;3544;
22;3710;0;0;3491;0.125;125;3394;3.335;3335;
28;3710;0.016;16;3491;0.125;125;3399;3.155;3155;
