04 - 4003.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
4;5380;0;0;4889;0.156;156;4794;6.427;6427;
10;5380;0;0;4889;0.141;141;4779;5.921;5921;
16;5380;0;0;4892;0.141;141;4781;6.52;6520;
22;5380;0;0;4892;0.416;416;4812;6.772;6772;
28;5380;0.005;5;4892;0.214;214;4779;6.203;6203;
