05 - 342.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
5;450;0.266;266;474;8.212;8212;444;371.835;371835;
11;450;0.234;234;474;8.32;8320;448;392.138;392138;
17;450;0.54;540;474;18.272;18272;448;371.483;371483;
23;450;0.358;358;474;7.937;7937;448;397.036;397036;
29;450;0.554;554;475;9.959;9959;446;368.334;368334;
