06 - 575.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
5;840;0.335;335;820;8.937;8937;809;446.233;446233;
11;840;0.366;366;820;11.272;11272;810;446.571;446571;
17;840;0.732;732;821;19.446;19446;805;447.275;447275;
23;840;0.361;361;822;14.299;14299;813;458.741;458741;
29;840;0.338;338;824;9.111;9111;809;460.252;460252;
