04 - 4003.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
5;5380;0;0;4889;0.02;20;4782;0.594;594;
11;5380;0.001;1;4889;0.02;20;4697;0.586;586;
17;5380;0;0;4892;0.018;18;4781;0.614;614;
23;5380;0.002;2;4892;0.021;21;4805;0.621;621;
29;5380;0;0;4892;0.018;18;4781;0.607;607;
