09 - 121106.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
5;171957;7.365;7365;177196;203.211;203211;167338;7760.64;7760638;
11;171957;7.264;7264;177358;242.088;242088;167946;7678.59;7678590;
17;171957;7.28;7280;177418;271.552;271552;167448;7725.23;7725225;
23;171957;6.519;6519;177418;240.862;240862;167338;7552.91;7552911;
29;171957;6.967;6967;177418;229.629;229629;167036;8066.32;8066318;
