07 - 59797.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
5;83897;0.354;354;82977;12.314;12314;82325;584.418;584418;
11;83897;0.377;377;82977;12.286;12286;82238;583.218;583218;
17;83897;0.284;284;82977;11.919;11919;81943;603.804;603804;
23;83897;0.279;279;82976;12.387;12387;82135;587.851;587851;
29;83897;0.36;360;82976;23.756;23756;82476;562.122;562122;
