04 - 4003.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
5;5380;0.007;7;4889;0.169;169;4782;5.891;5891;
11;5380;0;0;4889;0.144;144;4697;6.255;6255;
17;5380;0;0;4892;0.171;171;4781;5.715;5715;
23;5380;0.006;6;4892;0.156;156;4805;7.116;7116;
29;5380;0.005;5;4892;0.148;148;4781;6.527;6527;
