01 - 3271.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
5;3710;0;0;3491;0.109;109;3296;3.356;3356;
11;3710;0;0;3491;0.093;93;3285;3.237;3237;
17;3710;0;0;3491;0.094;94;3392;3.239;3239;
23;3710;0;0;3491;0.14;140;3285;3.381;3381;
29;3710;0.015;15;3491;0.125;125;3403;3.507;3507;
