04 - 4003.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
6;5380;0.001;1;4889;0.022;22;4790;0.639;639;
12;5380;0.001;1;4889;0.017;17;4790;0.612;612;
18;5380;0;0;4892;0.017;17;4792;0.586;586;
24;5380;0.001;1;4892;0.02;20;4790;0.643;643;
30;5380;0.001;1;4892;0.018;18;4697;0.62;620;
