02 - 23.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
6;29;0.001;1;25;0.03;30;24;0.752;752;
12;29;0.003;3;25;0.027;27;23;0.751;751;
18;29;0.001;1;25;0.023;23;23;0.819;819;
24;29;0.001;1;25;0.023;23;24;0.807;807;
30;29;0.001;1;25;0.025;25;24;0.737;737;
