02 - 23.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
2;29;0;0;25;0.172;172;24;5.712;5712;
8;29;0;0;25;0.161;161;23;5.619;5619;
14;29;0.016;16;25;0.172;172;24;5.766;5766;
20;29;0;0;25;0.172;172;24;5.708;5708;
26;29;0;0;25;0.156;156;24;5.903;5903;
