04 - 4003.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
2;5380;0;0;4889;0.251;251;4795;6.207;6207;
8;5380;0;0;4889;0.323;323;4697;6.225;6225;
14;5380;0.015;15;4889;0.274;274;4779;6.836;6836;
20;5380;0;0;4892;0.171;171;4803;6.631;6631;
26;5380;0.006;6;4892;0.219;219;4791;6.171;6171;
