07 - 59797.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
2;83897;0.343;343;83321;12.215;12215;82396;582.753;582753;
8;83897;0.342;342;82977;12.252;12252;82046;582.91;582910;
14;83897;0.349;349;82977;22.096;22096;82213;595.614;595614;
20;83897;0.338;338;82977;12.301;12301;82046;599.516;599516;
26;83897;0.792;792;82976;15.591;15591;81943;562.833;562833;
