03 - 2338.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
2;2868;0.015;15;2574;0.172;172;2369;6.268;6268;
8;2868;0.008;8;2580;0.168;168;2369;5.908;5908;
14;2868;0.016;16;2580;0.156;156;2349;5.805;5805;
20;2868;0;0;2580;0.187;187;2453;5.712;5712;
26;2868;0;0;2793;0.171;171;2448;6.401;6401;
