09 - 121106.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
4;171957;7.63;7630;177196;202.489;202489;167023;7787.29;7787292;
10;171957;7.098;7098;177358;244.845;244845;167036;7664.64;7664642;
16;171957;7.314;7314;177418;262.509;262509;167695;7777.51;7777510;
22;171957;6.474;6474;177418;239.844;239844;168201;7543.01;7543006;
28;171957;6.998;6998;177418;227.966;227966;166456;8010.97;8010972;
