06 - 575.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
4;840;0.374;374;820;9.227;9227;803;445.632;445632;
10;840;0.322;322;820;12.017;12017;810;450.622;450622;
16;840;0.901;901;821;19.915;19915;805;442.447;442447;
22;840;0.375;375;822;16.781;16781;813;459.788;459788;
28;840;0.362;362;824;8.905;8905;812;459.052;459052;
