10 - 1172.stp
Semente;Guloso;;;Randomizado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
4;1613;13.897;13897;1709;261.074;261074;1592;8072.21;8072213;
10;1613;7.083;7083;1714;247.172;247172;1586;8093.63;8093629;
16;1613;7.102;7102;1714;245.583;245583;1579;8135.7;8135701;
22;1613;6.437;6437;1714;200.375;200375;1579;8013.13;8013129;
28;1613;13.286;13286;1713;266.399;266399;1592;8170.35;8170347;
