05 - 342.stp
Semente;Guloso;;;Randomizado;;;Adaptado;;;Reativo
;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;Solucao;Tempo(s);Clocks;
4;450;429.653;429653;
10;451;437.05;437050;
16;450;428.164;428164;
22;451;435.132;435132;
28;450;409.828;409828;
